Location,Duration (min),Time interval,Heuristics,Cuts,MIPFocus,AggFill,Obj (min),Time (s)
BJB-QHZ,90,13:30-15:00,0.001,0,1,100,127,3.225
BJB-QHZ,90,13:30-15:00,0.005,0,0,1000,127,3.287
BJB-QHZ,90,13:30-15:00,0.005,2,1,1000,127,3.845
BJB-QHZ,90,13:30-15:00,0.01,-1,1,1000,127,4.028
BJB-QHZ,90,13:30-15:00,0.0001,0,1,-1,127,4.312
BJB-QHZ,90,13:30-15:00,0.0001,0,0,-1,127,4.812
BJB-QHZ,90,13:30-15:00,0.001,1,3,1000,127,5.126
BJB-QHZ,90,13:30-15:00,0.1,-1,1,100,127,5.13
BJB-QHZ,90,14:00-15:30,0.5,3,2,1000,74,2.65
BJB-QHZ,90,14:00-15:30,0.5,1,2,100,74,2.663
BJB-QHZ,90,14:00-15:30,0.05,3,3,1000,74,2.667
BJB-QHZ,90,14:00-15:30,0.05,2,2,100,74,2.667
BJB-QHZ,90,14:00-15:30,0.05,-1,3,100,74,2.69
BJB-QHZ,90,14:00-15:30,0.5,3,3,1000,74,2.696
BJB-QHZ,90,14:00-15:30,0.05,3,3,100,74,2.703
BJB-QHZ,90,14:00-15:30,0.1,-1,2,100,74,2.708
BJB-QHZ,90,14:30-16:00,0.005,2,0,1000,50,2.283
BJB-QHZ,90,14:30-16:00,0.001,-1,1,100,50,2.289
BJB-QHZ,90,14:30-16:00,0.0001,1,1,100,50,2.317
BJB-QHZ,90,14:30-16:00,0.001,1,1,100,50,2.324
BJB-QHZ,90,14:30-16:00,0.01,-1,1,100,50,2.415
BJB-QHZ,90,14:30-16:00,0.01,2,1,1000,50,2.425
BJB-QHZ,90,14:30-16:00,0.01,-1,1,1000,50,2.434
BJB-QHZ,90,14:30-16:00,0.01,0,0,100,50,2.445
BJB-QHZ,90,15:00-16:30,0.01,-1,0,100,129,2.946
BJB-QHZ,90,15:00-16:30,0.0001,0,0,10,129,2.991
BJB-QHZ,90,15:00-16:30,0.01,1,1,100,129,2.994
BJB-QHZ,90,15:00-16:30,0.0001,0,1,10,129,3.031
BJB-QHZ,90,15:00-16:30,0.001,0,1,100,129,3.163
BJB-QHZ,90,15:00-16:30,0.01,0,1,10,129,3.175
BJB-QHZ,90,15:00-16:30,0.001,0,0,100,129,3.188
BJB-QHZ,90,15:00-16:30,0.0005,0,0,1,129,3.212
BJB-QHZ,90,15:30-17:00,0.0005,2,1,1000,232,1.824
BJB-QHZ,90,15:30-17:00,0.0005,2,0,100,232,1.831
BJB-QHZ,90,15:30-17:00,0.001,0,0,100,232,1.929
BJB-QHZ,90,15:30-17:00,0.001,0,1,1000,232,1.946
BJB-QHZ,90,15:30-17:00,0.0005,1,0,100,232,2.033
BJB-QHZ,90,15:30-17:00,0.0005,1,1,1000,232,2.041
BJB-QHZ,90,15:30-17:00,0.001,1,0,100,232,2.046
BJB-QHZ,90,15:30-17:00,0.0001,-1,1,100,232,2.054
BJB-QHZ,90,16:00-17:30,0.0005,0,1,0,129,1.787
BJB-QHZ,90,16:00-17:30,0.001,0,1,-1,129,1.8
BJB-QHZ,90,16:00-17:30,0.0001,0,0,0,129,1.815
BJB-QHZ,90,16:00-17:30,0.005,0,0,1,129,1.862
BJB-QHZ,90,16:00-17:30,0.1,0,1,10,129,1.972
BJB-QHZ,90,16:00-17:30,0.05,0,0,1,129,2.125
BJB-QHZ,90,16:00-17:30,0.5,0,1,100,129,2.377
BJB-QHZ,90,16:00-17:30,0.005,3,1,1000,129,2.501
BJB-QHZ,90,07:00-08:30,0.0005,0,1,0,145,16.573
BJB-QHZ,90,07:00-08:30,0.0005,0,1,-1,145,16.73
BJB-QHZ,90,07:00-08:30,0.05,0,1,-1,145,19.128
BJB-QHZ,90,07:00-08:30,0.005,0,1,10,145,19.684
BJB-QHZ,90,07:00-08:30,0.5,0,0,1000,145,19.716
BJB-QHZ,90,07:00-08:30,0.1,0,0,-1,145,21.121
BJB-QHZ,90,07:00-08:30,0.1,-1,0,100,145,21.757
BJB-QHZ,90,07:00-08:30,0.5,1,1,100,145,21.769
BJB-QHZ,90,16:30-18:00,0.0001,0,0,10,111,1.863
BJB-QHZ,90,16:30-18:00,0.001,0,0,1000,111,1.876
BJB-QHZ,90,16:30-18:00,0.005,0,1,10,111,1.891
BJB-QHZ,90,16:30-18:00,0.001,2,1,1000,111,1.95
BJB-QHZ,90,16:30-18:00,0.0001,2,1,1000,111,1.952
BJB-QHZ,90,16:30-18:00,0.005,2,1,100,111,1.959
BJB-QHZ,90,16:30-18:00,0.1,0,0,-1,111,1.965
BJB-QHZ,90,16:30-18:00,0.01,0,0,10,111,1.983
BJB-QHZ,90,17:00-18:30,0.0005,1,0,1000,395,1.399
BJB-QHZ,90,17:00-18:30,0.0001,2,1,1000,395,1.413
BJB-QHZ,90,17:00-18:30,0.001,0,0,10,395,1.434
BJB-QHZ,90,17:00-18:30,0.0005,1,0,1000,395,1.437
BJB-QHZ,90,17:00-18:30,0.001,1,0,1000,395,1.442
BJB-QHZ,90,17:00-18:30,0.01,2,1,1000,395,1.571
BJB-QHZ,90,17:00-18:30,0.01,0,1,10,395,1.579
BJB-QHZ,90,17:00-18:30,0.5,0,0,100,395,1.615
BJB-QHZ,90,17:30-19:00,0.0001,0,0,100,122,1.205
BJB-QHZ,90,17:30-19:00,0.005,0,1,1000,122,1.222
BJB-QHZ,90,17:30-19:00,0.0005,2,1,1000,122,1.228
BJB-QHZ,90,17:30-19:00,0.0005,0,0,100,122,1.235
BJB-QHZ,90,17:30-19:00,0.005,-1,1,100,122,1.353
BJB-QHZ,90,17:30-19:00,0.001,3,0,1000,122,1.367
BJB-QHZ,90,17:30-19:00,0.001,-1,0,1000,122,1.379
BJB-QHZ,90,17:30-19:00,0.0001,-1,1,1000,122,1.379
BJB-QHZ,90,18:00-19:30,0.005,0,0,1000,232,0.879
BJB-QHZ,90,18:00-19:30,0.0001,2,0,100,232,0.965
BJB-QHZ,90,18:00-19:30,0.0001,1,1,1000,232,1.001
BJB-QHZ,90,18:00-19:30,0.005,3,0,100,232,1.096
BJB-QHZ,90,18:00-19:30,0.0005,3,0,1000,232,1.124
BJB-QHZ,90,18:00-19:30,0.01,2,1,100,232,1.132
BJB-QHZ,90,18:00-19:30,0.5,0,0,1000,232,1.198
BJB-QHZ,90,18:00-19:30,0.0001,0,1,0,232,1.204
BJB-QHZ,90,18:30-20:00,0.005,0,0,100,134,1.033
BJB-QHZ,90,18:30-20:00,0.005,0,0,1000,134,1.039
BJB-QHZ,90,18:30-20:00,0.001,0,0,10,134,1.071
BJB-QHZ,90,18:30-20:00,0.0001,0,0,10,134,1.085
BJB-QHZ,90,18:30-20:00,0.0001,-1,1,10,134,1.087
BJB-QHZ,90,18:30-20:00,0.001,0,1,10,134,1.087
BJB-QHZ,90,18:30-20:00,0.005,0,0,-1,134,1.098
BJB-QHZ,90,18:30-20:00,0.0001,1,0,10,134,1.108
BJB-QHZ,90,19:00-20:30,0.005,2,1,10,147,0.729
BJB-QHZ,90,19:00-20:30,0.0001,2,1,10,147,0.731
BJB-QHZ,90,19:00-20:30,0.0005,0,1,10,147,0.758
BJB-QHZ,90,19:00-20:30,0.0001,2,1,10,147,0.767
BJB-QHZ,90,19:00-20:30,0.001,0,1,10,147,0.774
BJB-QHZ,90,19:00-20:30,0.005,3,1,10,147,0.819
BJB-QHZ,90,19:00-20:30,0.005,1,1,10,147,0.856
BJB-QHZ,90,19:00-20:30,0.0005,1,1,1000,147,0.86
BJB-QHZ,90,19:30-21:00,0.0001,0,1,1000,370,0.541
BJB-QHZ,90,19:30-21:00,0.0001,0,0,10,370,0.553
BJB-QHZ,90,19:30-21:00,0.001,2,0,10,370,0.563
BJB-QHZ,90,19:30-21:00,0.005,1,1,10,370,0.57
BJB-QHZ,90,19:30-21:00,0.0001,2,0,1000,370,0.571
BJB-QHZ,90,19:30-21:00,0.0005,2,1,1000,370,0.572
BJB-QHZ,90,19:30-21:00,0.001,-1,1,100,370,0.574
BJB-QHZ,90,19:30-21:00,0.0001,-1,0,1000,370,0.582
BJB-QHZ,90,20:00-21:30,0.005,0,1,100,170,0.462
BJB-QHZ,90,20:00-21:30,0.0001,0,1,100,170,0.467
BJB-QHZ,90,20:00-21:30,0.0001,0,1,10,170,0.472
BJB-QHZ,90,20:00-21:30,0.0005,2,1,10,170,0.476
BJB-QHZ,90,20:00-21:30,0.0001,1,0,10,170,0.479
BJB-QHZ,90,20:00-21:30,0.005,-1,0,10,170,0.479
BJB-QHZ,90,20:00-21:30,0.001,-1,0,10,170,0.482
BJB-QHZ,90,20:00-21:30,0.0005,2,1,10,170,0.486
BJB-QHZ,90,20:30-22:00,0.0005,-1,1,100,70,0.437
BJB-QHZ,90,20:30-22:00,0.005,1,0,-1,70,0.439
BJB-QHZ,90,20:30-22:00,0.0005,2,0,-1,70,0.441
BJB-QHZ,90,20:30-22:00,0.0005,0,0,1,70,0.442
BJB-QHZ,90,20:30-22:00,0.0001,2,1,10,70,0.443
BJB-QHZ,90,20:30-22:00,0.0005,-1,1,10,70,0.445
BJB-QHZ,90,20:30-22:00,0.0005,3,0,-1,70,0.446
BJB-QHZ,90,20:30-22:00,0.0005,1,1,-1,70,0.446
BJB-QHZ,90,21:00-22:30,0.0005,2,0,10,335,0.382
BJB-QHZ,90,21:00-22:30,0.0005,0,0,1000,335,0.386
BJB-QHZ,90,21:00-22:30,0.005,1,0,100,335,0.387
BJB-QHZ,90,21:00-22:30,0.0001,1,0,100,335,0.387
BJB-QHZ,90,21:00-22:30,0.0001,-1,0,100,335,0.387
BJB-QHZ,90,21:00-22:30,0.0001,-1,0,10,335,0.388
BJB-QHZ,90,21:00-22:30,0.0001,2,1,1000,335,0.389
BJB-QHZ,90,21:00-22:30,0.0005,-1,0,100,335,0.39
BJB-QHZ,90,07:30-09:00,0.0001,0,0,10,133,16.502
BJB-QHZ,90,07:30-09:00,0.0005,0,1,10,133,16.503
BJB-QHZ,90,07:30-09:00,0.001,0,0,-1,133,16.549
BJB-QHZ,90,07:30-09:00,0.01,0,0,0,133,16.594
BJB-QHZ,90,07:30-09:00,0.05,0,1,0,133,17.332
BJB-QHZ,90,07:30-09:00,0.5,0,0,10,133,17.479
BJB-QHZ,90,07:30-09:00,0.001,-1,0,10,133,18.446
BJB-QHZ,90,07:30-09:00,0.01,1,1,10,133,18.461
BJB-QHZ,90,21:30-23:00,0.005,1,2,0,139,0.4
BJB-QHZ,90,21:30-23:00,0.005,2,1,-1,139,0.401
BJB-QHZ,90,21:30-23:00,0.001,1,3,0,139,0.401
BJB-QHZ,90,21:30-23:00,0.001,-1,2,-1,139,0.401
BJB-QHZ,90,21:30-23:00,0.0005,-1,1,0,139,0.402
BJB-QHZ,90,21:30-23:00,0.001,-1,0,0,139,0.404
BJB-QHZ,90,21:30-23:00,0.001,1,2,-1,139,0.405
BJB-QHZ,90,21:30-23:00,0.005,1,1,-1,139,0.407
CPZ-BDL,90,06:00-07:30,0.0001,0,0,0,102,15.549
CPZ-BDL,90,06:00-07:30,0.001,0,1,-1,102,15.58
CPZ-BDL,90,06:00-07:30,0.005,0,0,-1,102,15.603
CPZ-BDL,90,06:00-07:30,0.0001,0,1,0,102,15.605
CPZ-BDL,90,06:00-07:30,0.0001,0,0,0,102,15.659
CPZ-BDL,90,06:00-07:30,0.005,0,0,10,102,16.662
CPZ-BDL,90,06:00-07:30,0.01,0,0,10,102,16.743
CPZ-BDL,90,06:00-07:30,0.005,0,1,10,102,16.809
CPZ-BDL,90,08:00-09:30,0.1,1,0,1,420,25.029
CPZ-BDL,90,08:00-09:30,0.1,-1,0,1,420,25.07
CPZ-BDL,90,08:00-09:30,0.1,1,0,1,420,25.091
CPZ-BDL,90,08:00-09:30,0.5,1,0,-1,420,26.129
CPZ-BDL,90,08:00-09:30,0.01,2,1,-1,420,26.223
CPZ-BDL,90,08:00-09:30,0.05,2,1,0,420,26.67
CPZ-BDL,90,08:00-09:30,0.05,0,1,10,420,28.528
CPZ-BDL,90,08:00-09:30,0.1,3,0,1,420,31.259
CPZ-BDL,90,08:30-10:00,0.005,0,0,1,391,33.808
CPZ-BDL,90,08:30-10:00,0.01,3,1,100,391,34.339
CPZ-BDL,90,08:30-10:00,0.01,3,1,1000,391,34.607
CPZ-BDL,90,08:30-10:00,0.5,3,0,100,391,38.531
CPZ-BDL,90,08:30-10:00,0.1,1,3,1000,391,39.579
CPZ-BDL,90,08:30-10:00,0.01,0,2,10,391,41.985
CPZ-BDL,90,08:30-10:00,0.5,3,1,1000,391,42.157
CPZ-BDL,90,08:30-10:00,0.0005,-1,1,100,391,42.287
CPZ-BDL,90,09:00-10:30,0.001,0,0,-1,386,22.585
CPZ-BDL,90,09:00-10:30,0.01,0,0,0,386,22.755
CPZ-BDL,90,09:00-10:30,0.1,0,0,10,386,23.359
CPZ-BDL,90,09:00-10:30,0.01,0,0,10,386,24.015
CPZ-BDL,90,09:00-10:30,0.001,0,0,10,386,24.127
CPZ-BDL,90,09:00-10:30,0.5,0,1,0,386,26.446
CPZ-BDL,90,09:00-10:30,0.5,0,1,-1,386,26.539
CPZ-BDL,90,09:00-10:30,0.05,0,1,10,386,26.997
CPZ-BDL,90,09:30-11:00,0.001,0,0,1,401,24.834
CPZ-BDL,90,09:30-11:00,0.0001,0,1,1,401,31.466
CPZ-BDL,90,09:30-11:00,0.5,0,1,-1,401,34.395
CPZ-BDL,90,09:30-11:00,0.0001,0,1,-1,401,35.738
CPZ-BDL,90,09:30-11:00,0.01,0,1,0,401,35.919
CPZ-BDL,90,09:30-11:00,0.05,-1,0,1000,401,40.62
CPZ-BDL,90,09:30-11:00,0.5,0,3,1,401,41.612
CPZ-BDL,90,09:30-11:00,0.1,1,1,-1,401,41.817
CPZ-BDL,90,10:00-11:30,0.1,1,0,10,495,76.417
CPZ-BDL,90,10:00-11:30,0.005,1,0,0,495,76.654
CPZ-BDL,90,10:00-11:30,0.0001,-1,0,1,495,78.369
CPZ-BDL,90,10:00-11:30,0.005,1,0,0,495,79.477
CPZ-BDL,90,10:00-11:30,0.005,-1,0,1,495,80.304
CPZ-BDL,90,10:00-11:30,0.1,-1,0,0,495,83.046
CPZ-BDL,90,10:00-11:30,0.0001,1,0,0,495,83.094
CPZ-BDL,90,10:00-11:30,0.01,-1,2,0,495,83.142
CPZ-BDL,90,10:30-12:00,0.005,0,0,-1,490,26.291
CPZ-BDL,90,10:30-12:00,0.5,0,0,0,490,26.296
CPZ-BDL,90,10:30-12:00,0.005,0,0,0,490,26.773
CPZ-BDL,90,10:30-12:00,0.0001,0,2,-1,490,31.4
CPZ-BDL,90,10:30-12:00,0.01,0,1,-1,490,31.447
CPZ-BDL,90,10:30-12:00,0.01,0,2,-1,490,32.09
CPZ-BDL,90,10:30-12:00,0.5,0,2,-1,490,34.018
CPZ-BDL,90,10:30-12:00,0.1,1,1,1,490,35.805
CPZ-BDL,90,11:00-12:30,0.1,3,0,-1,443,112.673
CPZ-BDL,90,11:00-12:30,0.1,3,2,10,443,189.691
CPZ-BDL,90,11:00-12:30,0.05,3,2,1,443,208.983
CPZ-BDL,90,11:00-12:30,0.005,1,0,1,443,210.458
CPZ-BDL,90,11:00-12:30,0.005,1,1,100,443,218.849
CPZ-BDL,90,11:00-12:30,0.05,2,1,1000,443,220.792
CPZ-BDL,90,11:00-12:30,0.01,3,1,10,443,223.646
CPZ-BDL,90,11:00-12:30,0.01,-1,0,1000,443,225.718
CPZ-BDL,90,06:30-08:00,0.01,0,1,-1,129,17.349
CPZ-BDL,90,06:30-08:00,0.001,0,0,-1,129,17.537
CPZ-BDL,90,06:30-08:00,0.005,0,0,-1,129,17.542
CPZ-BDL,90,06:30-08:00,0.0001,0,0,1,129,17.794
CPZ-BDL,90,06:30-08:00,0.1,0,0,-1,129,18.381
CPZ-BDL,90,06:30-08:00,0.1,0,0,-1,129,18.447
CPZ-BDL,90,06:30-08:00,0.05,0,1,0,129,18.454
CPZ-BDL,90,06:30-08:00,0.1,0,0,0,129,18.506
CPZ-BDL,90,11:30-13:00,0.001,2,1,100,606,144.312
CPZ-BDL,90,11:30-13:00,0.0001,2,1,1000,606,145.062
CPZ-BDL,90,11:30-13:00,0.001,2,3,1000,606,210.579
CPZ-BDL,90,11:30-13:00,0.1,-1,1,100,606,216.024
CPZ-BDL,90,11:30-13:00,0.005,3,1,100,606,219.008
CPZ-BDL,90,11:30-13:00,0.0005,1,0,1000,606,222.769
CPZ-BDL,90,11:30-13:00,0.01,1,0,1000,606,224.538
CPZ-BDL,90,11:30-13:00,0.01,-1,1,1000,606,229.318
CPZ-BDL,90,12:00-13:30,0.1,-1,1,1,713,72.335
CPZ-BDL,90,12:00-13:30,0.01,1,0,-1,713,74.954
CPZ-BDL,90,12:00-13:30,0.05,1,1,-1,713,81.178
CPZ-BDL,90,12:00-13:30,0.001,-1,0,-1,713,88.486
CPZ-BDL,90,12:00-13:30,0.0001,3,1,1,713,98.138
CPZ-BDL,90,12:00-13:30,0.001,3,1,1,713,102.274
CPZ-BDL,90,12:00-13:30,0.1,2,0,10,713,108.69
CPZ-BDL,90,12:00-13:30,0.001,2,0,-1,713,110.531
CPZ-BDL,90,12:30-14:00,0.05,3,0,1,478,54.642
CPZ-BDL,90,12:30-14:00,0.5,3,0,1,478,57.734
CPZ-BDL,90,12:30-14:00,0.5,3,0,1,478,57.999
CPZ-BDL,90,12:30-14:00,0.5,2,0,1,478,63.514
CPZ-BDL,90,12:30-14:00,0.0005,-1,0,0,478,67.446
CPZ-BDL,90,12:30-14:00,0.0005,-1,0,0,478,70.007
CPZ-BDL,90,12:30-14:00,0.5,2,2,10,478,74.903
CPZ-BDL,90,12:30-14:00,0.01,3,1,1,478,75.463
CPZ-BDL,90,13:00-14:30,0.05,1,0,1,581,41.906
CPZ-BDL,90,13:00-14:30,0.0005,1,0,1,581,50.218
CPZ-BDL,90,13:00-14:30,0.01,1,0,1,581,50.379
CPZ-BDL,90,13:00-14:30,0.5,-1,0,-1,581,54.666
CPZ-BDL,90,13:00-14:30,0.1,1,2,1,581,54.963
CPZ-BDL,90,13:00-14:30,0.05,1,2,-1,581,55.81
CPZ-BDL,90,13:00-14:30,0.01,2,0,-1,581,58.45
CPZ-BDL,90,13:00-14:30,0.005,0,2,1,581,58.968
CPZ-BDL,90,13:30-15:00,0.001,0,0,10,385,17.111
CPZ-BDL,90,13:30-15:00,0.0001,0,2,-1,385,20.031
CPZ-BDL,90,13:30-15:00,0.0005,0,2,0,385,20.417
CPZ-BDL,90,13:30-15:00,0.0005,0,2,0,385,20.644
CPZ-BDL,90,13:30-15:00,0.01,1,0,1,385,21.872
CPZ-BDL,90,13:30-15:00,0.5,0,0,0,385,22.187
CPZ-BDL,90,13:30-15:00,0.05,0,2,-1,385,22.283
CPZ-BDL,90,13:30-15:00,0.1,0,2,-1,385,22.392
CPZ-BDL,90,14:00-15:30,0.0001,1,0,0,665,26.943
CPZ-BDL,90,14:00-15:30,0.001,0,2,-1,665,28.699
CPZ-BDL,90,14:00-15:30,0.0001,-1,0,1,665,29.026
CPZ-BDL,90,14:00-15:30,0.01,1,0,1,665,29.705
CPZ-BDL,90,14:00-15:30,0.001,0,2,0,665,29.991
CPZ-BDL,90,14:00-15:30,0.0001,1,2,10,665,30.064
CPZ-BDL,90,14:00-15:30,0.001,1,2,10,665,30.252
CPZ-BDL,90,14:00-15:30,0.0001,1,0,10,665,30.357
CPZ-BDL,90,14:30-16:00,0.01,0,0,1,421,5.586
CPZ-BDL,90,14:30-16:00,0.5,0,0,-1,421,6.468
CPZ-BDL,90,14:30-16:00,0.05,0,0,100,421,6.856
CPZ-BDL,90,14:30-16:00,0.5,0,0,10,421,7.869
CPZ-BDL,90,14:30-16:00,0.001,0,3,-1,421,8.455
CPZ-BDL,90,14:30-16:00,0.01,0,2,-1,421,8.562
CPZ-BDL,90,14:30-16:00,0.01,1,0,100,421,8.787
CPZ-BDL,90,14:30-16:00,0.01,1,0,100,421,8.867
CPZ-BDL,90,15:00-16:30,0.05,0,1,1,437,5.305
CPZ-BDL,90,15:00-16:30,0.05,0,1,10,437,6.087
CPZ-BDL,90,15:00-16:30,0.01,0,2,1,437,6.227
CPZ-BDL,90,15:00-16:30,0.01,0,3,-1,437,6.46
CPZ-BDL,90,15:00-16:30,0.1,0,2,1,437,6.555
CPZ-BDL,90,15:00-16:30,0.05,0,2,0,437,6.694
CPZ-BDL,90,15:00-16:30,0.01,0,2,10,437,6.873
CPZ-BDL,90,15:00-16:30,0.001,0,1,1,437,7.072
CPZ-BDL,90,15:30-17:00,0.0005,0,0,1,283,3.25
CPZ-BDL,90,15:30-17:00,0.001,0,1,10,283,3.254
CPZ-BDL,90,15:30-17:00,0.005,0,1,1,283,3.301
CPZ-BDL,90,15:30-17:00,0.005,0,1,100,283,3.301
CPZ-BDL,90,15:30-17:00,0.0001,0,3,0,283,3.716
CPZ-BDL,90,15:30-17:00,0.5,0,0,100,283,3.76
CPZ-BDL,90,15:30-17:00,0.005,0,3,0,283,3.764
CPZ-BDL,90,15:30-17:00,0.0005,0,3,1,283,3.806
CPZ-BDL,90,16:00-17:30,0.001,2,1,0,466,5.953
CPZ-BDL,90,16:00-17:30,0.005,-1,1,0,466,6.594
CPZ-BDL,90,16:00-17:30,0.0005,1,1,1,466,6.882
CPZ-BDL,90,16:00-17:30,0.005,1,1,0,466,7.007
CPZ-BDL,90,16:00-17:30,0.0005,1,1,1,466,7.061
CPZ-BDL,90,16:00-17:30,0.001,-1,1,-1,466,7.069
CPZ-BDL,90,16:00-17:30,0.0005,1,1,1,466,7.08
CPZ-BDL,90,16:00-17:30,0.0001,1,0,0,466,7.247
CPZ-BDL,90,07:00-08:30,0.05,0,1,1,333,21.072
CPZ-BDL,90,07:00-08:30,0.0001,0,0,-1,333,22.987
CPZ-BDL,90,07:00-08:30,0.005,0,1,0,333,23.018
CPZ-BDL,90,07:00-08:30,0.01,0,0,0,333,23.167
CPZ-BDL,90,07:00-08:30,0.0005,0,0,10,333,26.998
CPZ-BDL,90,07:00-08:30,0.1,-1,0,0,333,27.542
CPZ-BDL,90,07:00-08:30,0.05,-1,1,-1,333,27.988
CPZ-BDL,90,07:00-08:30,0.5,-1,0,-1,333,28.178
CPZ-BDL,90,16:30-18:00,0.05,0,1,1,256,3.997
CPZ-BDL,90,16:30-18:00,0.1,0,2,-1,256,4.712
CPZ-BDL,90,16:30-18:00,0.01,0,2,0,256,5.074
CPZ-BDL,90,16:30-18:00,0.005,1,1,10,256,5.13
CPZ-BDL,90,16:30-18:00,0.001,2,1,10,256,5.166
CPZ-BDL,90,16:30-18:00,0.01,-1,0,10,256,5.17
CPZ-BDL,90,16:30-18:00,0.0005,1,0,10,256,5.215
CPZ-BDL,90,16:30-18:00,0.0001,0,3,-1,256,5.327
CPZ-BDL,90,17:00-18:30,0.01,1,0,1,547,8.469
CPZ-BDL,90,17:00-18:30,0.0001,0,2,0,547,9.06
CPZ-BDL,90,17:00-18:30,0.0001,0,2,-1,547,9.099
CPZ-BDL,90,17:00-18:30,0.001,0,2,-1,547,9.203
CPZ-BDL,90,17:00-18:30,0.5,0,0,-1,547,9.646
CPZ-BDL,90,17:00-18:30,0.0001,1,0,-1,547,10.521
CPZ-BDL,90,17:00-18:30,0.0005,0,3,-1,547,10.538
CPZ-BDL,90,17:00-18:30,0.1,1,2,0,547,10.545
CPZ-BDL,90,17:30-19:00,0.0005,0,0,0,555,5.827
CPZ-BDL,90,17:30-19:00,0.001,0,0,-1,555,6.001
CPZ-BDL,90,17:30-19:00,0.0005,1,1,0,555,7.187
CPZ-BDL,90,17:30-19:00,0.001,1,1,0,555,7.265
CPZ-BDL,90,17:30-19:00,0.0005,-1,1,-1,555,7.304
CPZ-BDL,90,17:30-19:00,0.005,-1,1,0,555,7.31
CPZ-BDL,90,17:30-19:00,0.1,-1,0,1,555,7.339
CPZ-BDL,90,17:30-19:00,0.0005,-1,1,-1,555,7.859
CPZ-BDL,90,18:00-19:30,0.1,1,1,0,439,7.902
CPZ-BDL,90,18:00-19:30,0.1,-1,1,-1,439,8.07
CPZ-BDL,90,18:00-19:30,0.001,1,1,-1,439,8.889
CPZ-BDL,90,18:00-19:30,0.05,-1,0,1,439,9.375
CPZ-BDL,90,18:00-19:30,0.005,1,0,1,439,9.437
CPZ-BDL,90,18:00-19:30,0.001,1,2,-1,439,9.573
CPZ-BDL,90,18:00-19:30,0.1,-1,0,1,439,9.652
CPZ-BDL,90,18:00-19:30,0.005,0,2,-1,439,10.079
CPZ-BDL,90,18:30-20:00,0.0001,0,0,0,371,5.889
CPZ-BDL,90,18:30-20:00,0.01,0,0,0,371,6.234
CPZ-BDL,90,18:30-20:00,0.05,0,0,-1,371,6.381
CPZ-BDL,90,18:30-20:00,0.0005,-1,0,0,371,6.56
CPZ-BDL,90,18:30-20:00,0.1,-1,0,0,371,6.776
CPZ-BDL,90,18:30-20:00,0.005,-1,0,-1,371,6.802
CPZ-BDL,90,18:30-20:00,0.05,0,0,-1,371,6.825
CPZ-BDL,90,18:30-20:00,0.1,-1,1,1,371,6.879
CPZ-BDL,90,19:00-20:30,0.005,2,0,0,626,33.46
CPZ-BDL,90,19:00-20:30,0.0005,1,2,1,626,35.768
CPZ-BDL,90,19:00-20:30,0.005,1,2,0,626,36.813
CPZ-BDL,90,19:00-20:30,0.05,3,0,1,626,37.385
CPZ-BDL,90,19:00-20:30,0.005,2,2,1,626,38.764
CPZ-BDL,90,19:00-20:30,0.05,2,2,0,626,38.867
CPZ-BDL,90,19:00-20:30,0.01,2,1,-1,626,43.116
CPZ-BDL,90,19:00-20:30,0.1,2,1,-1,626,43.348
CPZ-BDL,90,19:30-21:00,0.0001,-1,0,-1,360,0.931
CPZ-BDL,90,19:30-21:00,0.0005,2,0,0,360,0.952
CPZ-BDL,90,19:30-21:00,0.001,2,0,0,360,0.964
CPZ-BDL,90,19:30-21:00,0.0005,1,1,-1,360,0.97
CPZ-BDL,90,19:30-21:00,0.0005,-1,0,-1,360,0.974
CPZ-BDL,90,19:30-21:00,0.001,2,1,-1,360,0.988
CPZ-BDL,90,19:30-21:00,0.005,0,0,1000,360,1.01
CPZ-BDL,90,19:30-21:00,0.0001,-1,0,1,360,1.033
CPZ-BDL,90,20:00-21:30,0.001,1,0,0,513,0.781
CPZ-BDL,90,20:00-21:30,0.0005,2,1,-1,513,0.789
CPZ-BDL,90,20:00-21:30,0.0001,0,0,-1,513,0.807
CPZ-BDL,90,20:00-21:30,0.0001,0,1,0,513,0.815
CPZ-BDL,90,20:00-21:30,0.0001,-1,1,-1,513,0.833
CPZ-BDL,90,20:00-21:30,0.0005,3,1,0,513,0.841
CPZ-BDL,90,20:00-21:30,0.005,0,1,-1,513,0.844
CPZ-BDL,90,20:00-21:30,0.005,3,0,0,513,0.845
CPZ-BDL,90,20:30-22:00,0.005,0,2,-1,343,1.246
CPZ-BDL,90,20:30-22:00,0.005,3,2,-1,343,1.287
CPZ-BDL,90,20:30-22:00,0.0005,3,1,0,343,1.306
CPZ-BDL,90,20:30-22:00,0.0001,0,2,-1,343,1.309
CPZ-BDL,90,20:30-22:00,0.005,0,2,0,343,1.315
CPZ-BDL,90,20:30-22:00,0.0001,3,2,0,343,1.315
CPZ-BDL,90,20:30-22:00,0.001,3,2,1,343,1.332
CPZ-BDL,90,20:30-22:00,0.05,3,0,1,343,1.413
CPZ-BDL,90,21:00-22:30,0.001,2,0,1,388,5.2
CPZ-BDL,90,21:00-22:30,0.001,1,0,0,388,5.218
CPZ-BDL,90,21:00-22:30,0.005,1,0,0,388,5.314
CPZ-BDL,90,21:00-22:30,0.005,1,0,0,388,5.493
CPZ-BDL,90,21:00-22:30,0.0005,2,2,-1,388,5.554
